Sample,Channel 1 [V],Channel 2 [V],Channel 3 [V],Channel 4 [V]
82,5.0226883282895965e-06,-4.043900895116161e-05,0.5056249174450439,-0.9050471978563851
83,-2.796162633415859e-05,-4.043900895116161e-05,0.5056249174450439,-0.9050471978563851
84,-2.796162633415859e-05,-4.043900895116161e-05,0.5056249174450439,-0.9050471978563851
85,-2.796162633415859e-05,-4.043900895116161e-05,0.5056249174450439,-0.9050471978563851
86,-2.796162633415859e-05,-4.043900895116161e-05,0.5056249174450439,-0.9050145182216282
87,-2.796162633415859e-05,-7.402541966414401e-05,0.5055924501643216,-0.9050145182216282
88,5.0226883282895965e-06,-7.402541966414401e-05,0.5055924501643216,-0.9050471978563851
89,5.0226883282895965e-06,-4.043900895116161e-05,0.5056249174450439,-0.905079877491142
90,5.0226883282895965e-06,-7.402541966414401e-05,0.5056249174450439,-0.9050145182216282
91,5.0226883282895965e-06,-7.402541966414401e-05,0.5056249174450439,-0.9049818385868711
92,5.0226883282895965e-06,-7.402541966414401e-05,0.5055924501643216,-0.9049818385868711
93,5.0226883282895965e-06,-7.402541966414401e-05,0.5055924501643216,-0.9050471978563851
94,5.0226883282895965e-06,-7.402541966414401e-05,0.5056249174450439,-0.905079877491142
95,5.0226883282895965e-06,-7.402541966414401e-05,0.5056249174450439,-0.905079877491142
96,-2.796162633415859e-05,-7.402541966414401e-05,0.5056249174450439,-0.905079877491142
97,5.0226883282895965e-06,-7.402541966414401e-05,0.5055924501643216,-0.9050471978563851
98,5.0226883282895965e-06,-7.402541966414401e-05,0.5055924501643216,-0.9050471978563851
99,5.0226883282895965e-06,-7.402541966414401e-05,0.5055924501643216,-0.905079877491142
100,-2.796162633415859e-05,-7.402541966414401e-05,0.5055924501643216,-0.905079877491142
101,5.0226883282895965e-06,-7.402541966414401e-05,0.5055275156028772,-0.905079877491142
102,5.0226883282895965e-06,-7.402541966414401e-05,0.5055599828835995,-0.905079877491142
103,5.0226883282895965e-06,-7.402541966414401e-05,0.5055924501643216,-0.905079877491142
104,5.0226883282895965e-06,-7.402541966414401e-05,0.5055924501643216,-0.905079877491142
105,5.0226883282895965e-06,-7.402541966414401e-05,0.5055924501643216,-0.9050145182216282
106,-2.796162633415859e-05,-7.402541966414401e-05,0.5055924501643216,-0.9050471978563851
107,5.0226883282895965e-06,-7.402541966414401e-05,0.5056249174450439,-0.905079877491142
108,-2.796162633415859e-05,-4.043900895116161e-05,0.5055599828835995,-0.905177916395413
109,-2.796162633415859e-05,-4.043900895116161e-05,0.5056249174450439,-0.9051452367606561
110,5.0226883282895965e-06,-4.043900895116161e-05,0.5055599828835995,-0.9050471978563851
111,5.0226883282895965e-06,-7.402541966414401e-05,0.5055924501643216,-0.9050471978563851
112,5.0226883282895965e-06,-4.043900895116161e-05,0.5055924501643216,-0.905079877491142
113,5.0226883282895965e-06,-7.402541966414401e-05,0.5055924501643216,-0.9051125571258991
114,5.0226883282895965e-06,-7.402541966414401e-05,0.5055924501643216,-0.905079877491142
115,5.0226883282895965e-06,-0.0001076118303771264,0.5055924501643216,-0.9050145182216282
116,5.0226883282895965e-06,-7.402541966414401e-05,0.5055924501643216,-0.9050145182216282
117,-2.796162633415859e-05,-7.402541966414401e-05,0.5056249174450439,-0.9050471978563851
118,5.0226883282895965e-06,-7.402541966414401e-05,0.5055924501643216,-0.9050471978563851
119,5.0226883282895965e-06,-4.043900895116161e-05,0.5056249174450439,-0.9049818385868711
120,3.800700299073778e-05,-4.043900895116161e-05,0.5055924501643216,-0.9050471978563851
121,5.0226883282895965e-06,-7.402541966414401e-05,0.5055924501643216,-0.9050471978563851
122,5.0226883282895965e-06,-7.402541966414401e-05,0.5055924501643216,-0.9050471978563851
123,-2.796162633415859e-05,-4.043900895116161e-05,0.5056249174450439,-0.9050471978563851
124,-2.796162633415859e-05,-7.402541966414401e-05,0.5056249174450439,-0.9050471978563851
125,5.0226883282895965e-06,-4.043900895116161e-05,0.5056249174450439,-0.9050145182216282
126,-2.796162633415859e-05,-7.402541966414401e-05,0.5056249174450439,-0.9050145182216282
127,-2.796162633415859e-05,-4.043900895116161e-05,0.5055599828835995,-0.905079877491142
128,5.0226883282895965e-06,-4.043900895116161e-05,0.5055924501643216,-0.9050145182216282
129,5.0226883282895965e-06,-4.043900895116161e-05,0.5056249174450439,-0.9049818385868711
130,-2.796162633415859e-05,-7.402541966414401e-05,0.5056249174450439,-0.9049818385868711
131,-2.796162633415859e-05,-7.402541966414401e-05,0.5056249174450439,-0.9050145182216282
132,5.0226883282895965e-06,-7.402541966414401e-05,0.5056249174450439,-0.905079877491142
133,-2.796162633415859e-05,-0.0001076118303771264,0.5056249174450439,-0.9050471978563851
134,-2.796162633415859e-05,-0.0001076118303771264,0.5056249174450439,-0.9050145182216282
135,5.0226883282895965e-06,-7.402541966414401e-05,0.5056249174450439,-0.9050145182216282
136,-2.796162633415859e-05,-7.402541966414401e-05,0.5056573847257662,-0.905079877491142
137,-2.796162633415859e-05,-0.0001076118303771264,0.5056249174450439,-0.905079877491142
138,5.0226883282895965e-06,-0.0001076118303771264,0.5056573847257662,-0.905079877491142
139,5.0226883282895965e-06,-7.402541966414401e-05,0.5056573847257662,-0.9050471978563851
140,5.0226883282895965e-06,-7.402541966414401e-05,0.5056249174450439,-0.9050471978563851
141,-2.796162633415859e-05,-7.402541966414401e-05,0.5056249174450439,-0.9051125571258991
142,-6.094594099660677e-05,-7.402541966414401e-05,0.5056573847257662,-0.905079877491142
143,5.0226883282895965e-06,-7.402541966414401e-05,0.5056573847257662,-0.9050145182216282
144,5.0226883282895965e-06,-7.402541966414401e-05,0.5056573847257662,-0.9050471978563851
145,-6.094594099660677e-05,-4.043900895116161e-05,0.5056573847257662,-0.9050145182216282
146,-2.796162633415859e-05,-7.402541966414401e-05,0.5056249174450439,-0.905079877491142
147,-2.796162633415859e-05,-7.402541966414401e-05,0.5056573847257662,-0.9050145182216282
148,5.0226883282895965e-06,-7.402541966414401e-05,0.5056573847257662,-0.9049818385868711
149,5.0226883282895965e-06,-7.402541966414401e-05,0.5056573847257662,-0.9049818385868711
150,-2.796162633415859e-05,-7.402541966414401e-05,0.5056573847257662,-0.9050145182216282
151,-2.796162633415859e-05,-7.402541966414401e-05,0.5056249174450439,-0.905079877491142
152,5.0226883282895965e-06,-7.402541966414401e-05,0.5056249174450439,-0.9050145182216282
153,-2.796162633415859e-05,-7.402541966414401e-05,0.5056249174450439,-0.9050471978563851
154,5.0226883282895965e-06,-7.402541966414401e-05,0.5056249174450439,-0.9050471978563851
155,3.800700299073778e-05,-7.402541966414401e-05,0.5056249174450439,-0.905079877491142
156,5.0226883282895965e-06,-7.402541966414401e-05,0.5056249174450439,-0.9050471978563851
157,5.0226883282895965e-06,-4.043900895116161e-05,0.5056249174450439,-0.9050145182216282
158,5.0226883282895965e-06,-7.402541966414401e-05,0.5056573847257662,-0.9050145182216282
159,5.0226883282895965e-06,-7.402541966414401e-05,0.5056249174450439,-0.9050471978563851
160,-2.796162633415859e-05,-7.402541966414401e-05,0.5055924501643216,-0.905079877491142
161,5.0226883282895965e-06,-7.402541966414401e-05,0.5056249174450439,-0.9050145182216282
162,5.0226883282895965e-06,-7.402541966414401e-05,0.5056573847257662,-0.9049818385868711
163,5.0226883282895965e-06,-7.402541966414401e-05,0.5056573847257662,-0.9049491589521141
164,5.0226883282895965e-06,-7.402541966414401e-05,0.5056249174450439,-0.9049818385868711
165,5.0226883282895965e-06,-7.402541966414401e-05,0.5056249174450439,-0.9050145182216282
166,5.0226883282895965e-06,-7.402541966414401e-05,0.5056249174450439,-0.9049818385868711
167,5.0226883282895965e-06,-7.402541966414401e-05,0.5056249174450439,-0.9049818385868711
168,3.800700299073778e-05,-7.402541966414401e-05,0.5056249174450439,-0.9049818385868711
169,5.0226883282895965e-06,-7.402541966414401e-05,0.5056249174450439,-0.9050145182216282
170,3.800700299073778e-05,-0.0001076118303771264,0.5056249174450439,-0.9050471978563851
171,5.0226883282895965e-06,-7.402541966414401e-05,0.5055924501643216,-0.9049818385868711
172,5.0226883282895965e-06,-7.402541966414401e-05,0.5056249174450439,-0.9050145182216282
173,5.0226883282895965e-06,-7.402541966414401e-05,0.5056249174450439,-0.9050471978563851
174,5.0226883282895965e-06,-7.402541966414401e-05,0.5056249174450439,-0.905079877491142
175,5.0226883282895965e-06,-7.402541966414401e-05,0.5056249174450439,-0.905079877491142
176,-2.796162633415859e-05,-7.402541966414401e-05,0.5055924501643216,-0.9050471978563851
177,-2.796162633415859e-05,-7.402541966414401e-05,0.5055599828835995,-0.9050471978563851
178,-2.796162633415859e-05,-4.043900895116161e-05,0.5055599828835995,-0.9050145182216282
179,-2.796162633415859e-05,-7.402541966414401e-05,0.5055924501643216,-0.905079877491142
180,-2.796162633415859e-05,-4.043900895116161e-05,0.5055924501643216,-0.9050471978563851
181,-2.796162633415859e-05,-4.043900895116161e-05,0.5055924501643216,-0.9049818385868711
182,-2.796162633415859e-05,-4.043900895116161e-05,0.5055924501643216,-0.9049491589521141
183,5.0226883282895965e-06,-7.402541966414401e-05,0.5055924501643216,-0.9050145182216282
184,5.0226883282895965e-06,-7.402541966414401e-05,0.5056249174450439,-0.905079877491142
185,-2.796162633415859e-05,-7.402541966414401e-05,0.5056249174450439,-0.9050145182216282
186,-2.796162633415859e-05,-4.043900895116161e-05,0.5056249174450439,-0.9050145182216282
187,-2.796162633415859e-05,-4.043900895116161e-05,0.5056249174450439,-0.9050145182216282
188,-2.796162633415859e-05,-7.402541966414401e-05,0.5055924501643216,-0.9050145182216282
189,-2.796162633415859e-05,-7.402541966414401e-05,0.5056249174450439,-0.9050145182216282
190,5.0226883282895965e-06,-7.402541966414401e-05,0.5056249174450439,-0.9049818385868711
191,5.0226883282895965e-06,-7.402541966414401e-05,0.5055924501643216,-0.9050145182216282
192,-2.796162633415859e-05,-4.043900895116161e-05,0.5055924501643216,-0.9049818385868711
193,-2.796162633415859e-05,-4.043900895116161e-05,0.5055924501643216,-0.9050145182216282
194,5.0226883282895965e-06,-4.043900895116161e-05,0.5056249174450439,-0.9050145182216282
195,5.0226883282895965e-06,-4.043900895116161e-05,0.5056249174450439,-0.9049818385868711
196,5.0226883282895965e-06,-7.402541966414401e-05,0.5055924501643216,-0.9049818385868711
197,3.800700299073778e-05,-7.402541966414401e-05,0.5055924501643216,-0.9049818385868711
198,3.800700299073778e-05,-7.402541966414401e-05,0.5055599828835995,-0.9050471978563851
199,3.800700299073778e-05,-7.402541966414401e-05,0.5055924501643216,-0.9050145182216282
200,5.0226883282895965e-06,-7.402541966414401e-05,0.5055924501643216,-0.9049491589521141
201,5.0226883282895965e-06,-7.402541966414401e-05,0.5055924501643216,-0.9049818385868711
202,5.0226883282895965e-06,-0.0001076118303771264,0.5055924501643216,-0.9049818385868711
203,-2.796162633415859e-05,-0.0001076118303771264,0.5056249174450439,-0.9050145182216282
204,5.0226883282895965e-06,-7.402541966414401e-05,0.5056249174450439,-0.9050145182216282
205,5.0226883282895965e-06,-0.0001076118303771264,0.5056249174450439,-0.9050471978563851
206,5.0226883282895965e-06,-0.0001076118303771264,0.5056249174450439,-0.9050145182216282
207,5.0226883282895965e-06,-0.0001076118303771264,0.5056249174450439,-0.9050145182216282
208,3.800700299073778e-05,-0.0001076118303771264,0.5056249174450439,-0.9050471978563851
209,3.800700299073778e-05,-0.0001076118303771264,0.5056573847257662,-0.9050471978563851
210,3.800700299073778e-05,-7.402541966414401e-05,0.5056249174450439,-0.9050145182216282
211,5.0226883282895965e-06,-7.402541966414401e-05,0.5056249174450439,-0.9050145182216282
212,5.0226883282895965e-06,-7.402541966414401e-05,0.5056249174450439,-0.905079877491142
213,5.0226883282895965e-06,-7.402541966414401e-05,0.5056249174450439,-0.9051125571258991
214,5.0226883282895965e-06,-7.402541966414401e-05,0.5056249174450439,-0.9050471978563851
215,5.0226883282895965e-06,-4.043900895116161e-05,0.5056249174450439,-0.9050471978563851
216,-2.796162633415859e-05,-7.402541966414401e-05,0.5056249174450439,-0.9050471978563851
217,5.0226883282895965e-06,-7.402541966414401e-05,0.5055599828835995,-0.905079877491142
218,5.0226883282895965e-06,-0.0001076118303771264,0.5055924501643216,-0.9051125571258991
219,5.0226883282895965e-06,-0.0001076118303771264,0.5055924501643216,-0.9050145182216282
220,-2.796162633415859e-05,-7.402541966414401e-05,0.5056249174450439,-0.9050145182216282
221,-2.796162633415859e-05,-0.0001076118303771264,0.5055924501643216,-0.9050471978563851
222,-2.796162633415859e-05,-0.0001076118303771264,0.5056249174450439,-0.905079877491142
223,-2.796162633415859e-05,-0.0001076118303771264,0.5055924501643216,-0.905079877491142
224,-2.796162633415859e-05,-0.0001076118303771264,0.5056249174450439,-0.9050471978563851
225,-2.796162633415859e-05,-0.0001076118303771264,0.5056249174450439,-0.9050471978563851
226,-6.094594099660677e-05,-0.0001076118303771264,0.5056573847257662,-0.905079877491142
227,-2.796162633415859e-05,-7.402541966414401e-05,0.5056573847257662,-0.9051125571258991
228,5.0226883282895965e-06,-7.402541966414401e-05,0.5056573847257662,-0.9050471978563851
229,-2.796162633415859e-05,-7.402541966414401e-05,0.5056573847257662,-0.9050145182216282
230,-2.796162633415859e-05,-4.043900895116161e-05,0.5056249174450439,-0.9050471978563851
231,-2.796162633415859e-05,-7.402541966414401e-05,0.5055924501643216,-0.9051125571258991
232,-2.796162633415859e-05,-7.402541966414401e-05,0.5056249174450439,-0.905079877491142
233,-2.796162633415859e-05,-0.0001076118303771264,0.5056573847257662,-0.9050471978563851
234,-2.796162633415859e-05,-0.0001076118303771264,0.5056573847257662,-0.9049818385868711
235,5.0226883282895965e-06,-7.402541966414401e-05,0.5056249174450439,-0.9050145182216282
236,-2.796162633415859e-05,-0.0001076118303771264,0.5055924501643216,-0.9051125571258991
237,-6.094594099660677e-05,-0.0001076118303771264,0.5055924501643216,-0.9050471978563851
238,-2.796162633415859e-05,-0.0001076118303771264,0.5056249174450439,-0.9050145182216282
239,-2.796162633415859e-05,-7.402541966414401e-05,0.5056573847257662,-0.9049818385868711
240,-2.796162633415859e-05,-7.402541966414401e-05,0.5056573847257662,-0.9050145182216282
241,-2.796162633415859e-05,-7.402541966414401e-05,0.5056249174450439,-0.905079877491142
242,-2.796162633415859e-05,-7.402541966414401e-05,0.5056249174450439,-0.9050145182216282
243,-2.796162633415859e-05,-7.402541966414401e-05,0.5056249174450439,-0.9050471978563851
244,-2.796162633415859e-05,-7.402541966414401e-05,0.5056573847257662,-0.9050471978563851
245,-2.796162633415859e-05,-7.402541966414401e-05,0.5056573847257662,-0.905079877491142
246,-2.796162633415859e-05,-4.043900895116161e-05,0.5056573847257662,-0.905079877491142
247,-6.094594099660677e-05,-4.043900895116161e-05,0.5056573847257662,-0.9050471978563851
248,-6.094594099660677e-05,-4.043900895116161e-05,0.5056249174450439,-0.9050145182216282
249,-2.796162633415859e-05,-7.402541966414401e-05,0.5056249174450439,-0.9050471978563851
250,-2.796162633415859e-05,-7.402541966414401e-05,0.5056249174450439,-0.9051125571258991
251,-2.796162633415859e-05,-7.402541966414401e-05,0.5056249174450439,-0.905079877491142
252,-2.796162633415859e-05,-0.0001076118303771264,0.5056573847257662,-0.9050471978563851
253,-2.796162633415859e-05,-7.402541966414401e-05,0.5056573847257662,-0.9049818385868711
254,-2.796162633415859e-05,-7.402541966414401e-05,0.5056573847257662,-0.9050471978563851
255,-2.796162633415859e-05,-7.402541966414401e-05,0.5056249174450439,-0.9051125571258991
256,-2.796162633415859e-05,-7.402541966414401e-05,0.5056249174450439,-0.905079877491142
257,-2.796162633415859e-05,-4.043900895116161e-05,0.5056573847257662,-0.9050471978563851
258,5.0226883282895965e-06,-7.402541966414401e-05,0.5056573847257662,-0.9049818385868711
259,5.0226883282895965e-06,-7.402541966414401e-05,0.5056898520064884,-0.9050145182216282
260,5.0226883282895965e-06,-4.043900895116161e-05,0.5056898520064884,-0.905079877491142
261,-2.796162633415859e-05,-7.402541966414401e-05,0.5056898520064884,-0.905079877491142
262,5.0226883282895965e-06,-7.402541966414401e-05,0.5056573847257662,-0.9050471978563851
263,5.0226883282895965e-06,-7.402541966414401e-05,0.5056898520064884,-0.9050471978563851
264,-2.796162633415859e-05,-7.402541966414401e-05,0.5056573847257662,-0.905079877491142
265,-2.796162633415859e-05,-7.402541966414401e-05,0.5056573847257662,-0.905079877491142
266,-2.796162633415859e-05,-7.402541966414401e-05,0.5056573847257662,-0.9050145182216282
267,-2.796162633415859e-05,-7.402541966414401e-05,0.5056898520064884,-0.9049818385868711
268,5.0226883282895965e-06,-4.043900895116161e-05,0.5056573847257662,-0.9049818385868711
269,-2.796162633415859e-05,-7.402541966414401e-05,0.5056249174450439,-0.9050471978563851
270,-2.796162633415859e-05,-7.402541966414401e-05,0.5056573847257662,-0.9050471978563851
271,-2.796162633415859e-05,-7.402541966414401e-05,0.5056898520064884,-0.9050471978563851
272,-2.796162633415859e-05,-7.402541966414401e-05,0.5056898520064884,-0.9050145182216282
273,-2.796162633415859e-05,-7.402541966414401e-05,0.5056898520064884,-0.9050471978563851
274,-2.796162633415859e-05,-7.402541966414401e-05,0.5056573847257662,-0.9050471978563851
275,-2.796162633415859e-05,-7.402541966414401e-05,0.5056249174450439,-0.905079877491142
276,-2.796162633415859e-05,-4.043900895116161e-05,0.5056249174450439,-0.9050471978563851
277,5.0226883282895965e-06,-7.402541966414401e-05,0.5056249174450439,-0.9050145182216282
278,5.0226883282895965e-06,-7.402541966414401e-05,0.5056249174450439,-0.905079877491142
279,5.0226883282895965e-06,-7.402541966414401e-05,0.5056249174450439,-0.905079877491142
280,5.0226883282895965e-06,-7.402541966414401e-05,0.5056249174450439,-0.9050471978563851
281,-2.796162633415859e-05,-7.402541966414401e-05,0.5056249174450439,-0.930994827853433
282,-2.796162633415859e-05,-7.402541966414401e-05,0.5055924501643216,-1.1046217273173067
283,-2.796162633415859e-05,-0.0001076118303771264,0.5055924501643216,-1.1046544069520636
284,-2.796162633415859e-05,-7.402541966414401e-05,0.5056249174450439,-1.1047197662215775
285,-2.796162633415859e-05,-7.402541966414401e-05,0.5056249174450439,-1.1047197662215775
286,-2.796162633415859e-05,-7.402541966414401e-05,0.5056573847257662,-1.1047197662215775
287,-2.796162633415859e-05,-7.402541966414401e-05,0.5056573847257662,-1.1047197662215775
288,-6.094594099660677e-05,-7.402541966414401e-05,0.5055599828835995,-1.1046870865868206
289,-6.094594099660677e-05,-7.402541966414401e-05,0.5055599828835995,-1.1047197662215775
290,-6.094594099660677e-05,-7.402541966414401e-05,0.5055924501643216,-1.1047197662215775
291,-6.094594099660677e-05,-7.402541966414401e-05,0.5056249174450439,-1.1047524458563345
292,-2.796162633415859e-05,-7.402541966414401e-05,0.5055924501643216,-1.1047197662215775
293,-2.796162633415859e-05,-7.402541966414401e-05,0.5055924501643216,-1.1046870865868206
294,-2.796162633415859e-05,-7.402541966414401e-05,0.5055924501643216,-1.1046870865868206
295,-6.094594099660677e-05,-7.402541966414401e-05,0.5056249174450439,-1.1047197662215775
296,-6.094594099660677e-05,-7.402541966414401e-05,0.5056249174450439,-1.1047197662215775
297,5.0226883282895965e-06,-0.0001076118303771264,0.5056249174450439,-1.1046544069520636
298,5.0226883282895965e-06,-0.0001076118303771264,0.5056249174450439,-1.1046217273173067
299,-2.796162633415859e-05,-7.402541966414401e-05,0.5056249174450439,-1.1046870865868206
300,5.0226883282895965e-06,-7.402541966414401e-05,0.5056249174450439,-1.1046544069520636
301,-2.796162633415859e-05,-7.402541966414401e-05,0.5056249174450439,-1.1046870865868206
302,-2.796162633415859e-05,-7.402541966414401e-05,0.5056249174450439,-1.1046544069520636
303,-2.796162633415859e-05,-0.0001076118303771264,0.5056249174450439,-1.1046544069520636
304,-2.796162633415859e-05,-0.0001076118303771264,0.5056249174450439,-1.1046870865868206
305,-6.094594099660677e-05,-0.0001076118303771264,0.5056249174450439,-1.1047197662215775
306,-2.796162633415859e-05,-7.402541966414401e-05,0.5056249174450439,-1.1047197662215775
307,-2.796162633415859e-05,-7.402541966414401e-05,0.5055599828835995,-1.1046217273173067
308,-6.094594099660677e-05,-7.402541966414401e-05,0.5055924501643216,-1.1046544069520636
309,-2.796162633415859e-05,-0.0001076118303771264,0.5056249174450439,-1.1046870865868206
310,-2.796162633415859e-05,-7.402541966414401e-05,0.5056249174450439,-1.1046870865868206
