Sample,Channel 1 [V],Channel 2 [V],Channel 3 [V],Channel 4 [V]
49,0.0067372568270635,0.008462181507653769,-0.18832428259999595,-0.5093861992236358
50,-0.019577147339992947,-0.0082968426314895,-0.17212269642632458,-0.5028643704751756
51,0.019894458910591724,0.015165791163311074,-0.16240174472212174,-0.5093861992236358
52,0.003447956306181444,-0.004945037803660846,-0.14944047578318465,-0.49308162735248534
53,0.013315857868827611,-0.01835225711497546,-0.13323888960951327,-0.5126471135978659
54,0.00015865578529938862,-0.0015932329758321928,-0.12351793790531043,-0.4767770554813349
55,-0.0064199452564647225,0.02857301047462569,-0.08463413108849913,-0.515908027972096
56,-0.003130644735582667,0.015165791163311074,-0.0749131793842963,-0.4865597986040252
57,0.003447956306181444,0.008462181507653769,-0.06519222768009347,-0.49308162735248534
58,0.003447956306181444,0.008462181507653769,-0.06195191044535919,-0.4865597986040252
59,-0.009709245777346779,-0.0015932329758321928,-0.04899064150642209,-0.5028643704751756
60,0.003447956306181444,-0.004945037803660846,-0.03926968980221926,-0.519168942346326
61,0.00015865578529938862,-0.004945037803660846,-0.019827786393813607,-0.49960345610094553
62,-0.003130644735582667,0.008462181507653769,0.006094751484060598,0.49171451366500096
63,0.00015865578529938862,-0.021704061942804116,-0.00038588298540795374,0.5080190855361514
64,0.029762360473237888,-0.0082968426314895,0.022296337657731976,0.49497542803923106
65,0.0067372568270635,0.005110376679825114,0.048218875535606186,0.5112799999103815
66,0.026473059952355833,0.025221205646797036,0.061180144474543285,0.5210627430330718
67,-0.003130644735582667,-0.011648647459318155,0.09358331682188605,0.49823634241346115
68,0.003447956306181444,-0.011648647459318155,0.10330426852608887,0.5047581711619213
69,0.00015865578529938862,-0.011648647459318155,0.09682363405662033,0.5014972567876912
70,-0.0064199452564647225,-0.031759476426290074,0.1259864891692288,0.48519268491654083
71,-0.012998546298228834,0.0017585718519964608,0.1389477581081659,0.5210627430330718
72,0.010026557347945556,-0.0015932329758321928,0.14542839257763446,0.48519268491654083
73,-0.0064199452564647225,-0.011648647459318155,0.17459124769024295,0.49823634241346115
74,-0.003130644735582667,0.005110376679825114,0.18431219939444576,0.5112799999103815
75,-0.009709245777346779,-0.004945037803660846,0.18107188215971148,0.5080190855361514
76,0.013315857868827611,-0.0082968426314895,0.17459124769024295,0.5112799999103815
77,0.013315857868827611,-0.0015932329758321928,0.1940331510986486,0.5080190855361514
78,-0.019577147339992947,0.011813986335482422,0.21347505450705426,0.48519268491654083
79,0.010026557347945556,0.008462181507653769,0.2069944200375857,0.49497542803923106
80,-0.003130644735582667,-0.021704061942804116,0.21023473727231998,0.5243236574073018
81,0.016605158389709666,0.01851759599113973,0.2620798130280684,0.48845359929077087
82,-0.022866447860875,-0.004945037803660846,0.23939759238492844,0.48519268491654083
83,-0.02944504890263911,0.005110376679825114,0.22319600621125707,0.5112799999103815
84,-0.01628784681911089,-0.004945037803660846,0.24911854408913128,0.5080190855361514
85,-0.009709245777346779,-0.004945037803660846,0.24911854408913128,0.5145409142846116
86,0.013315857868827611,0.008462181507653769,0.24911854408913128,0.49497542803923106
87,-0.019577147339992947,0.005110376679825114,0.2361572751501942,0.48193177054231073
88,0.003447956306181444,0.0017585718519964608,0.245878226854397,0.5210627430330718
89,0.0067372568270635,0.005110376679825114,0.2718007647322712,0.48845359929077087
90,-0.003130644735582667,0.0017585718519964608,0.24263790961966272,0.49497542803923106
91,0.0067372568270635,0.008462181507653769,0.25235886132386554,0.48845359929077087
92,0.010026557347945556,-0.0015932329758321928,0.2199556889765228,0.5178018286588417
93,0.00015865578529938862,-0.0082968426314895,0.23939759238492844,0.5145409142846116
94,-0.0064199452564647225,-0.02505586677063277,0.2329169579154599,0.5080190855361514
95,-0.01628784681911089,-0.01835225711497546,0.19727346833338286,0.49497542803923106
96,-0.003130644735582667,-0.004945037803660846,0.21023473727231998,0.5047581711619213
97,0.010026557347945556,-0.011648647459318155,0.20051378556811714,0.5014972567876912
98,0.010026557347945556,0.005110376679825114,0.19079283386391432,0.48845359929077087
99,0.016605158389709666,0.0017585718519964608,0.1681106132207744,0.49171451366500096
100,0.003447956306181444,0.008462181507653769,0.1681106132207744,0.5178018286588417
101,0.00015865578529938862,0.008462181507653769,0.1551493442818373,0.49497542803923106
102,0.00015865578529938862,-0.0082968426314895,0.13570744087343162,0.48845359929077087
103,0.013315857868827611,-0.011648647459318155,0.14542839257763446,0.5210627430330718
104,0.003447956306181444,-0.021704061942804116,0.11626553746502598,0.49497542803923106
105,0.02318375943147378,0.021869400818968383,0.09682363405662033,0.5178018286588417
106,0.010026557347945556,-0.0015932329758321928,0.09682363405662033,0.5178018286588417
107,0.016605158389709666,-0.011648647459318155,0.06766077894401183,0.47867085616808064
108,-0.01628784681911089,0.021869400818968383,0.06766077894401183,0.49171451366500096
109,0.016605158389709666,0.02857301047462569,0.044978558300871906,0.49497542803923106
110,0.010026557347945556,-0.004945037803660846,0.032017289361934806,0.5047581711619213
111,0.016605158389709666,-0.015000452287146807,-0.00038588298540795374,0.49497542803923106
112,0.0067372568270635,0.005110376679825114,-0.013347151924345057,-0.49308162735248534
113,0.00015865578529938862,-0.0015932329758321928,-0.006866517454876505,-0.49960345610094553
114,0.00015865578529938862,0.025221205646797036,-0.03602937256748499,-0.5061252848494057
115,0.003447956306181444,0.008462181507653769,-0.07167286214956202,-0.49634254172671544
116,0.0067372568270635,0.005110376679825114,-0.06843254491482774,-0.4865597986040252
117,0.003447956306181444,0.03192481530245434,-0.07815349661903057,-0.49308162735248534
118,0.003447956306181444,0.011813986335482422,-0.08139381385376485,-0.480037969855565
119,0.013315857868827611,-0.02505586677063277,-0.1267582551400447,-0.4637333979844146
120,0.003447956306181444,-0.015000452287146807,-0.12351793790531043,-0.48982071297825525
121,0.003447956306181444,0.01851759599113973,-0.13647920684424752,-0.5061252848494057
122,0.003447956306181444,-0.0015932329758321928,-0.14944047578318465,-0.49634254172671544
123,-0.02944504890263911,-0.004945037803660846,-0.17212269642632458,-0.5061252848494057
124,0.02318375943147378,0.011813986335482422,-0.1688823791915903,-0.4832988842297951
125,0.003447956306181444,0.025221205646797036,-0.18508396536526167,-0.48982071297825525
126,0.029762360473237888,0.005110376679825114,-0.17536301366105886,-0.49960345610094553
127,0.003447956306181444,0.0017585718519964608,-0.1948049170694645,-0.5093861992236358
128,-0.003130644735582667,-0.0082968426314895,-0.20452586877366732,-0.48982071297825525
129,0.00015865578529938862,-0.02505586677063277,-0.2207274549473387,-0.5126471135978659
130,-0.003130644735582667,0.015165791163311074,-0.22396777218207298,-0.49634254172671544
131,-0.003130644735582667,-0.021704061942804116,-0.24016935835574435,-0.5028643704751756
132,-0.03931295046528528,-0.0015932329758321928,-0.26609189623361856,-0.5028643704751756
133,0.0067372568270635,0.011813986335482422,-0.2369290411210101,-0.4865597986040252
134,0.0067372568270635,0.005110376679825114,-0.26609189623361856,-0.5028643704751756
135,0.00015865578529938862,-0.0082968426314895,-0.25961126176415,-0.49634254172671544
136,0.00015865578529938862,-0.02840767159846142,-0.25313062729468144,-0.49308162735248534
137,-0.0064199452564647225,0.005110376679825114,-0.25961126176415,-0.5061252848494057
138,0.00015865578529938862,0.008462181507653769,-0.2563709445294157,-0.4832988842297951
139,0.00015865578529938862,0.011813986335482422,-0.26933221346835284,-0.5093861992236358
140,-0.01628784681911089,0.04533203461376896,-0.2563709445294157,-0.5126471135978659
141,0.00015865578529938862,0.008462181507653769,-0.24340967559047863,-0.4832988842297951
142,-0.0064199452564647225,-0.015000452287146807,-0.2369290411210101,-0.48982071297825525
143,0.003447956306181444,0.01851759599113973,-0.2498903100599472,-0.515908027972096
144,0.0067372568270635,0.02857301047462569,-0.2466499928252129,-0.49960345610094553
145,-0.009709245777346779,-0.0015932329758321928,-0.23368872388627582,-0.48982071297825525
146,0.0067372568270635,-0.015000452287146807,-0.22396777218207298,-0.49308162735248534
147,0.016605158389709666,-0.004945037803660846,-0.19804523430419876,-0.49308162735248534
148,0.003447956306181444,-0.0015932329758321928,-0.1786033308957931,-0.519168942346326
149,-0.01628784681911089,-0.031759476426290074,-0.20452586877366732,-0.4767770554813349
150,0.00015865578529938862,-0.0082968426314895,-0.1688823791915903,-0.48982071297825525
151,-0.003130644735582667,-0.004945037803660846,-0.14620015854845037,-0.5028643704751756
152,-0.009709245777346779,-0.011648647459318155,-0.14295984131371609,-0.49634254172671544
153,-0.003130644735582667,-0.004945037803660846,-0.1559211102526532,-0.49634254172671544
154,-0.0064199452564647225,-0.01835225711497546,-0.11703730343584189,-0.5061252848494057
155,-0.009709245777346779,0.0017585718519964608,-0.09111476555796767,-0.49634254172671544
156,-0.003130644735582667,-0.0082968426314895,-0.09759540002743623,-0.5061252848494057
157,-0.0064199452564647225,-0.01835225711497546,-0.0878744483232334,-0.5028643704751756
158,0.0067372568270635,0.005110376679825114,-0.07167286214956202,-0.49960345610094553
159,0.003447956306181444,-0.0082968426314895,-0.04575032427168781,-0.49634254172671544
160,0.016605158389709666,-0.021704061942804116,-0.03278905533275071,-0.49308162735248534
161,-0.026155748381757056,-0.02505586677063277,-0.006866517454876505,-0.49308162735248534
162,0.003447956306181444,-0.01835225711497546,0.009335068718794873,0.5014972567876912
163,-0.009709245777346779,0.011813986335482422,0.002854434249326322,0.5014972567876912
164,0.016605158389709666,0.008462181507653769,0.015815703188263426,0.5112799999103815
165,0.013315857868827611,-0.01835225711497546,0.044978558300871906,0.5210627430330718
166,0.00015865578529938862,0.0017585718519964608,0.07090109617874611,0.5047581711619213
167,0.0067372568270635,-0.004945037803660846,0.06766077894401183,0.5112799999103815
168,-0.0064199452564647225,0.015165791163311074,0.11626553746502598,0.49823634241346115
169,0.013315857868827611,0.005110376679825114,0.10654458576082315,0.5014972567876912
170,0.00015865578529938862,0.015165791163311074,0.15838966151657155,0.48845359929077087
171,0.026473059952355833,0.0017585718519964608,0.15838966151657155,0.49823634241346115
172,0.026473059952355833,-0.015000452287146807,0.1551493442818373,0.49171451366500096
173,-0.009709245777346779,-0.0015932329758321928,0.14866870981236874,0.5210627430330718
174,-0.003130644735582667,-0.0082968426314895,0.18107188215971148,0.49171451366500096
175,-0.0064199452564647225,-0.01835225711497546,0.18107188215971148,0.49497542803923106
176,0.003447956306181444,-0.004945037803660846,0.1940331510986486,0.48519268491654083
177,0.010026557347945556,0.0017585718519964608,0.20375410280285142,0.5080190855361514
178,-0.009709245777346779,-0.004945037803660846,0.22319600621125707,0.5178018286588417
179,-0.012998546298228834,-0.02840767159846142,0.21347505450705426,0.47214902741962045
180,-0.009709245777346779,0.008462181507653769,0.22319600621125707,0.49497542803923106
181,-0.009709245777346779,-0.021704061942804116,0.2329169579154599,0.5047581711619213
182,-0.0064199452564647225,0.0017585718519964608,0.2199556889765228,0.49497542803923106
183,0.0067372568270635,0.021869400818968383,0.23939759238492844,0.49823634241346115
184,0.010026557347945556,-0.02505586677063277,0.2361572751501942,0.48193177054231073
185,0.019894458910591724,0.015165791163311074,0.2361572751501942,0.5080190855361514
186,-0.0064199452564647225,0.0017585718519964608,0.26856044749753694,0.49497542803923106
187,0.0067372568270635,-0.0015932329758321928,0.2361572751501942,0.5047581711619213
188,0.02318375943147378,-0.015000452287146807,0.25235886132386554,0.48519268491654083
189,-0.019577147339992947,0.0017585718519964608,0.24263790961966272,0.5112799999103815
190,0.013315857868827611,-0.0082968426314895,0.2718007647322712,0.5210627430330718
191,0.00015865578529938862,-0.0015932329758321928,0.2361572751501942,0.48519268491654083
192,0.016605158389709666,-0.015000452287146807,0.22319600621125707,0.49497542803923106
193,0.0067372568270635,-0.015000452287146807,0.23939759238492844,0.5080190855361514
194,-0.026155748381757056,0.0017585718519964608,0.21671537174178854,0.5047581711619213
195,0.010026557347945556,-0.0015932329758321928,0.21023473727231998,0.5080190855361514
196,0.026473059952355833,-0.0082968426314895,0.21347505450705426,0.49171451366500096
197,0.016605158389709666,-0.015000452287146807,0.20375410280285142,0.48845359929077087
198,-0.009709245777346779,0.011813986335482422,0.1681106132207744,0.49823634241346115
199,-0.009709245777346779,-0.0015932329758321928,0.18107188215971148,0.5080190855361514
200,0.010026557347945556,-0.004945037803660846,0.1681106132207744,0.49497542803923106
201,0.0067372568270635,0.011813986335482422,0.15838966151657155,0.48845359929077087
202,0.026473059952355833,0.011813986335482422,0.1648702959860401,0.49497542803923106
203,0.016605158389709666,0.008462181507653769,0.12274617193449452,0.49171451366500096
204,0.029762360473237888,0.015165791163311074,0.10978490299555742,0.48519268491654083
205,0.02318375943147378,-0.0082968426314895,0.10006395129135459,0.49497542803923106
206,0.003447956306181444,-0.0015932329758321928,0.06442046170927757,0.5080190855361514
207,0.02318375943147378,0.0017585718519964608,0.08062204788294894,0.49823634241346115
208,0.016605158389709666,0.01851759599113973,0.05469951000507473,0.5178018286588417
209,-0.026155748381757056,-0.011648647459318155,0.022296337657731976,0.49497542803923106
210,-0.003130644735582667,0.01851759599113973,-0.016587469159079334,0.5047581711619213
211,0.010026557347945556,-0.015000452287146807,0.006094751484060598,0.5112799999103815
212,0.003447956306181444,-0.0082968426314895,-0.00038588298540795374,-0.5028643704751756
213,0.013315857868827611,0.011813986335482422,-0.02630842086328216,-0.5093861992236358
214,0.013315857868827611,0.005110376679825114,-0.03926968980221926,-0.4865597986040252
215,0.003447956306181444,-0.0082968426314895,-0.03278905533275071,-0.48982071297825525
216,-0.003130644735582667,-0.0015932329758321928,-0.0749131793842963,-0.5126471135978659
217,0.019894458910591724,-0.0082968426314895,-0.09759540002743623,-0.4865597986040252
218,0.010026557347945556,-0.0082968426314895,-0.10407603449690478,-0.5061252848494057
219,0.010026557347945556,0.0017585718519964608,-0.1008357172621705,-0.4865597986040252
220,-0.0064199452564647225,0.021869400818968383,-0.12351793790531043,-0.5093861992236358
221,-0.0064199452564647225,-0.0015932329758321928,-0.1267582551400447,-0.519168942346326
222,-0.012998546298228834,-0.01835225711497546,-0.1559211102526532,-0.5028643704751756
223,0.003447956306181444,0.015165791163311074,-0.14944047578318465,-0.5028643704751756
224,0.0067372568270635,-0.011648647459318155,-0.1818436481305274,-0.4767770554813349
225,0.019894458910591724,-0.0082968426314895,-0.19804523430419876,-0.4832988842297951
226,0.013315857868827611,-0.015000452287146807,-0.20128555153893304,-0.49960345610094553
227,0.0067372568270635,-0.004945037803660846,-0.20452586877366732,-0.49634254172671544
228,0.026473059952355833,-0.011648647459318155,-0.21100650324313588,-0.5028643704751756
229,-0.009709245777346779,-0.015000452287146807,-0.21748713771260444,-0.4832988842297951
230,0.016605158389709666,0.005110376679825114,-0.24016935835574435,-0.5126471135978659
231,0.003447956306181444,-0.02505586677063277,-0.25961126176415,-0.4767770554813349
232,-0.01628784681911089,-0.015000452287146807,-0.24016935835574435,-0.48982071297825525
233,-0.0064199452564647225,-0.004945037803660846,-0.24016935835574435,-0.48982071297825525
234,0.010026557347945556,-0.015000452287146807,-0.26933221346835284,-0.4832988842297951
235,-0.012998546298228834,0.0017585718519964608,-0.23368872388627582,-0.49308162735248534
236,0.00015865578529938862,-0.011648647459318155,-0.2466499928252129,-0.49308162735248534
237,0.010026557347945556,-0.021704061942804116,-0.2563709445294157,-0.5028643704751756
238,-0.0064199452564647225,-0.011648647459318155,-0.24340967559047863,-0.48982071297825525
239,-0.003130644735582667,0.005110376679825114,-0.2563709445294157,-0.4865597986040252
240,-0.012998546298228834,-0.011648647459318155,-0.24340967559047863,-0.5224298567205561
241,0.010026557347945556,0.008462181507653769,-0.24016935835574435,-0.49634254172671544
242,-0.0064199452564647225,-0.004945037803660846,-0.23044840665154154,-0.5093861992236358
243,-0.009709245777346779,-0.03846308608194738,-0.22720808941680726,-0.5061252848494057
244,-0.0064199452564647225,-0.02505586677063277,-0.21748713771260444,-0.5028643704751756
245,0.00015865578529938862,-0.01835225711497546,-0.22396777218207298,-0.5126471135978659
246,-0.012998546298228834,0.0017585718519964608,-0.2207274549473387,-0.49960345610094553
247,0.003447956306181444,0.011813986335482422,-0.1948049170694645,-0.49634254172671544
248,0.003447956306181444,0.0017585718519964608,-0.2077661860084016,-0.49960345610094553
249,0.03305166099411994,0.021869400818968383,-0.19156459983473023,-0.48982071297825525
250,0.0067372568270635,-0.02840767159846142,-0.1786033308957931,-0.4832988842297951
251,0.010026557347945556,0.015165791163311074,-0.14620015854845037,-0.4865597986040252
252,-0.0064199452564647225,0.008462181507653769,-0.1559211102526532,-0.48982071297825525
253,0.0067372568270635,-0.0082968426314895,-0.11703730343584189,-0.48982071297825525
254,0.02318375943147378,-0.0015932329758321928,-0.1267582551400447,-0.4767770554813349
255,-0.0064199452564647225,-0.0082968426314895,-0.12027762067057615,-0.49308162735248534
256,-0.003130644735582667,-0.0015932329758321928,-0.11055666896637333,-0.480037969855565
257,0.013315857868827611,-0.02840767159846142,-0.09111476555796767,-0.519168942346326
258,0.016605158389709666,0.0017585718519964608,-0.06843254491482774,-0.515908027972096
259,-0.009709245777346779,-0.0082968426314895,-0.04575032427168781,-0.49960345610094553
260,0.0067372568270635,0.008462181507653769,0.002854434249326322,-0.5028643704751756
261,0.0067372568270635,-0.0082968426314895,-0.023068103628547883,-0.46699431235864464
262,0.010026557347945556,0.0017585718519964608,0.0190560204229977,0.49171451366500096
263,0.02318375943147378,-0.03511128125411873,0.032017289361934806,0.5145409142846116
264,-0.003130644735582667,-0.015000452287146807,0.022296337657731976,0.49171451366500096
265,-0.003130644735582667,0.021869400818968383,0.05145919277034046,0.5112799999103815
266,0.00015865578529938862,-0.011648647459318155,0.061180144474543285,0.5145409142846116
267,-0.0064199452564647225,-0.0082968426314895,0.07090109617874611,0.49171451366500096
268,-0.019577147339992947,0.015165791163311074,0.10330426852608887,0.5145409142846116
269,-0.009709245777346779,-0.0082968426314895,0.1130252202302917,0.5014972567876912
270,0.0067372568270635,-0.011648647459318155,0.10978490299555742,0.48845359929077087
271,0.016605158389709666,0.015165791163311074,0.14542839257763446,0.49497542803923106
272,-0.012998546298228834,0.02857301047462569,0.14218807534290018,0.5047581711619213
273,0.0067372568270635,-0.01835225711497546,0.14542839257763446,0.49823634241346115
274,0.0067372568270635,-0.01835225711497546,0.18107188215971148,0.49171451366500096
275,-0.009709245777346779,0.005110376679825114,0.1778315649249772,0.48845359929077087
276,0.0067372568270635,0.0017585718519964608,0.18755251662918004,0.49171451366500096
277,0.003447956306181444,0.025221205646797036,0.1940331510986486,0.49171451366500096
278,0.016605158389709666,-0.015000452287146807,0.22319600621125707,0.5112799999103815
279,0.00015865578529938862,0.01851759599113973,0.2329169579154599,0.48193177054231073
280,0.00015865578529938862,-0.011648647459318155,0.22967664068072563,0.49171451366500096
281,-0.003130644735582667,-0.004945037803660846,0.2329169579154599,0.5112799999103815
282,0.003447956306181444,0.005110376679825114,0.23939759238492844,0.5112799999103815
283,0.003447956306181444,0.011813986335482422,0.2555991785585998,0.5145409142846116
284,-0.009709245777346779,0.015165791163311074,0.24911854408913128,0.48845359929077087
285,0.00015865578529938862,-0.02840767159846142,0.24911854408913128,0.49497542803923106
286,-0.01628784681911089,-0.02840767159846142,0.245878226854397,0.5047581711619213
287,0.026473059952355833,0.0017585718519964608,0.21671537174178854,0.5014972567876912
288,-0.019577147339992947,0.01851759599113973,0.24911854408913128,0.47214902741962045
289,0.010026557347945556,0.005110376679825114,0.25235886132386554,0.48519268491654083
290,-0.01628784681911089,0.005110376679825114,0.24263790961966272,0.5047581711619213
291,-0.0064199452564647225,0.021869400818968383,0.2361572751501942,0.5112799999103815
292,-0.009709245777346779,0.005110376679825114,0.21347505450705426,0.5145409142846116
293,-0.003130644735582667,0.008462181507653769,0.2069944200375857,0.49823634241346115
294,-0.012998546298228834,0.01851759599113973,0.22643632344599135,0.49823634241346115
295,-0.022866447860875,-0.004945037803660846,0.21023473727231998,0.47867085616808064
296,-0.009709245777346779,0.025221205646797036,0.18755251662918004,0.49171451366500096
297,-0.012998546298228834,-0.011648647459318155,0.19727346833338286,0.47867085616808064
298,0.013315857868827611,0.005110376679825114,0.19079283386391432,0.5047581711619213
299,-0.009709245777346779,0.0017585718519964608,0.1681106132207744,0.5014972567876912
300,-0.003130644735582667,-0.021704061942804116,0.1648702959860401,0.5047581711619213
301,0.0067372568270635,0.011813986335482422,0.15838966151657155,0.5014972567876912
302,0.010026557347945556,-0.0082968426314895,0.14542839257763446,0.48519268491654083
303,0.010026557347945556,-0.0082968426314895,0.10330426852608887,0.48193177054231073
304,-0.009709245777346779,0.0017585718519964608,0.0871026823524175,0.49497542803923106
305,-0.003130644735582667,-0.0082968426314895,0.10330426852608887,0.49497542803923106
306,-0.012998546298228834,-0.01835225711497546,0.11626553746502598,0.48845359929077087
307,-0.003130644735582667,0.038628424958111654,0.09358331682188605,0.49497542803923106
308,0.0067372568270635,0.011813986335482422,0.04173824106613763,0.5047581711619213
309,0.026473059952355833,0.021869400818968383,0.025536654892466253,0.527584571781532
310,0.0067372568270635,0.011813986335482422,0.03525760659666908,0.5014972567876912
311,0.00015865578529938862,0.021869400818968383,-0.019827786393813607,0.5047581711619213
312,0.00015865578529938862,0.0017585718519964608,-0.029548738098016437,-0.5061252848494057
313,0.0067372568270635,0.0017585718519964608,-0.029548738098016437,-0.49308162735248534
314,0.00015865578529938862,0.015165791163311074,-0.04899064150642209,-0.5322125998432464
315,0.016605158389709666,-0.015000452287146807,-0.05871159321062492,-0.49308162735248534
316,0.026473059952355833,-0.0082968426314895,-0.0749131793842963,-0.48982071297825525
317,0.013315857868827611,0.035276620130282994,-0.07167286214956202,-0.515908027972096
318,-0.019577147339992947,0.021869400818968383,-0.1008357172621705,-0.515908027972096
319,0.036340961515002,-0.004945037803660846,-0.12027762067057615,-0.5093861992236358
320,0.02318375943147378,0.005110376679825114,-0.13647920684424752,-0.48982071297825525
321,0.016605158389709666,-0.015000452287146807,-0.14944047578318465,-0.4865597986040252
322,0.00015865578529938862,0.005110376679825114,-0.1559211102526532,-0.5289516854690163
323,0.013315857868827611,0.011813986335482422,-0.15916142748738746,-0.49308162735248534
324,0.013315857868827611,-0.0015932329758321928,-0.1948049170694645,-0.5224298567205561
325,0.019894458910591724,0.03192481530245434,-0.1948049170694645,-0.5028643704751756
326,-0.019577147339992947,-0.01835225711497546,-0.19804523430419876,-0.5126471135978659
327,0.019894458910591724,0.0017585718519964608,-0.1948049170694645,-0.5061252848494057
328,0.003447956306181444,-0.0082968426314895,-0.21100650324313588,-0.5028643704751756
329,-0.019577147339992947,0.011813986335482422,-0.23044840665154154,-0.48982071297825525
330,-0.01628784681911089,0.008462181507653769,-0.23044840665154154,-0.49634254172671544
331,0.0067372568270635,0.021869400818968383,-0.25313062729468144,-0.49634254172671544
332,0.019894458910591724,-0.03511128125411873,-0.22720808941680726,-0.48982071297825525
333,-0.01628784681911089,0.0017585718519964608,-0.22396777218207298,-0.519168942346326
334,-0.009709245777346779,-0.02840767159846142,-0.2563709445294157,-0.5093861992236358
335,-0.003130644735582667,0.0017585718519964608,-0.2369290411210101,-0.5126471135978659
336,0.0067372568270635,-0.011648647459318155,-0.2887741168767585,-0.5028643704751756
337,0.02318375943147378,-0.04516669573760469,-0.25313062729468144,-0.480037969855565
338,0.010026557347945556,-0.004945037803660846,-0.2466499928252129,-0.49308162735248534
339,-0.003130644735582667,-0.02840767159846142,-0.25313062729468144,-0.4832988842297951
340,-0.003130644735582667,-0.015000452287146807,-0.2563709445294157,-0.49634254172671544
341,0.013315857868827611,-0.01835225711497546,-0.25313062729468144,-0.5093861992236358
342,0.0067372568270635,-0.011648647459318155,-0.2563709445294157,-0.5028643704751756
343,0.0067372568270635,-0.004945037803660846,-0.2498903100599472,-0.480037969855565
344,0.010026557347945556,0.005110376679825114,-0.2207274549473387,-0.5061252848494057
